Sentiment Compound Score,Sentiment Negative Score,Sentiment Neutral Score,Sentiment Positive Score,Source Account,Tweet Date,Tweet Text,Tweets Ago
0.6369,0.0,0.704,0.296,@CNN,Mon Apr 09 01:34:05 +0000 2018,Beyond Tokyo: 8 of Japan's best foodie destinations https://t.co/IDp7V1mQZt via @CNNTravel https://t.co/FAQXM3gwdH,12
0.3612,0.0,0.828,0.172,@CNN,Mon Apr 09 01:30:07 +0000 2018,Jimmy Kimmel apologizes for jabs at Fox News host Sean Hannity https://t.co/EPIZTD4nhI https://t.co/UOB2GCuJTS,13
0.0,0.0,1.0,0.0,@CNN,Mon Apr 09 01:22:38 +0000 2018,Cambridge Analytica whistleblower says data could've come from more than 87 million users and be stored in Russia… https://t.co/Ej1Tue15bq,14
0.0,0.0,1.0,0.0,@CNN,Mon Apr 09 01:00:13 +0000 2018,"New Trump adviser is ""not much of a carrot man"" https://t.co/Z53CxQc8cE | via @CNNopinion https://t.co/RRtck6hC7Z",15
0.34,0.218,0.446,0.337,@CNN,Mon Apr 09 00:50:07 +0000 2018,"""Fittest woman on earth"" wins gold medal after family tragedy https://t.co/tn9oLryfxc https://t.co/oQe1NTxvTS",16
0.5719,0.0,0.829,0.171,@CNN,Mon Apr 09 00:41:08 +0000 2018,This 16-year-old from India won the 10-meter air pistol competition despite only picking up a pistol for the first… https://t.co/kOCqrBlxW5,17
0.7717,0.0,0.642,0.358,@CNN,Mon Apr 09 00:30:09 +0000 2018,Sebastian Vettel wins Bahrain Grand Prix after mechanic hit by Ferrari car https://t.co/Qb23kgLrJs https://t.co/BPZQKJj82e,18
-0.6249,0.389,0.611,0.0,@CNN,Mon Apr 09 00:21:05 +0000 2018,"Muenster van attack driver acted alone, police say https://t.co/P36RmkLlJf https://t.co/DLIIHURxvF",19
-0.5574,0.167,0.833,0.0,@CNN,Mon Apr 09 00:08:05 +0000 2018,"Seven US service members died in four noncombat-related air crashes in just four days, prompting concern over readi… https://t.co/hilVAfsHUW",20
-0.4215,0.177,0.823,0.0,@CNN,Mon Apr 09 00:00:04 +0000 2018,Former Joint Chiefs chairman worries about generals in President Trump's White House https://t.co/v1RGxKgrRW https://t.co/dSptKGHJ06,21
-0.2732,0.143,0.759,0.097,@CNN,Sun Apr 08 23:56:59 +0000 2018,The countries with the two biggest economies are threatening huge tariffs against one another as the world waits an… https://t.co/yHeTVzp95a,22
0.2023,0.0,0.878,0.122,@CNN,Sun Apr 08 23:43:06 +0000 2018,"China has not wanted to 'talk in earnest,' top Trump economist says https://t.co/Qmb7XDtQfr https://t.co/v1ifOhkBln",23
-0.5719,0.236,0.764,0.0,@CNN,Sun Apr 08 23:30:09 +0000 2018,"""A Quiet Place"" leads box office as horror keeps making noise https://t.co/LkY7pKca2u https://t.co/L68gDDrjUG",24
0.25,0.115,0.721,0.163,@CNN,Sun Apr 08 23:00:15 +0000 2018,"Republican Rep. Trey Gowdy, the House Oversight Committee chairman, accuses the Department of Justice of stonewalli… https://t.co/NrZl20tF4g",25
0.5859,0.0,0.847,0.153,@CNN,Sun Apr 08 22:52:07 +0000 2018,Patrick Reed has finished at 15-under-par 273 to win the Masters by one stroke over Rickie Fowler. It's his first m… https://t.co/XzQ0HJRjXv,26
0.34,0.218,0.446,0.337,@CNN,Sun Apr 08 22:45:06 +0000 2018,"""Fittest woman on earth"" wins gold medal after family tragedy https://t.co/ggWpSE11Tc https://t.co/vkochjbLHE",27
-0.4588,0.25,0.75,0.0,@CNN,Sun Apr 08 22:30:15 +0000 2018,"A year after the US attacked Syria, what's changed? https://t.co/KLxFWSs77Y https://t.co/u0Vxpoyq4n",28
0.0,0.0,1.0,0.0,@CNN,Sun Apr 08 22:15:05 +0000 2018,Inside the Houston House runoff that Democrats everywhere are watching https://t.co/MPyhLRhe4l https://t.co/OQQweUmA5V,29
-0.7717,0.427,0.573,0.0,@CNN,Sun Apr 08 22:00:10 +0000 2018,Dozens have died in a possible gas attack in Syria https://t.co/zWdPqd4SXa https://t.co/IuyQqaQQvg,30
-0.4019,0.197,0.803,0.0,@CNN,Sun Apr 08 21:45:04 +0000 2018,Body found in ocean near site of Hart family crash https://t.co/iMioXi2ikE https://t.co/0IBrFFI01v,31
0.6588,0.0,0.761,0.239,@CNN,Sun Apr 08 21:30:04 +0000 2018,"""Scott is doing a great job!"" President Trump defends embattled Environmental Protection Agency administrator Scott… https://t.co/AvNWuWPcmu",32
0.0,0.0,1.0,0.0,@CNN,Sun Apr 08 21:15:07 +0000 2018,"White House chief of staff John Kelly's influence in the White House is diminishing, The Washington Post reports… https://t.co/0mV0jbbeUT",33
0.0,0.0,1.0,0.0,@CNN,Sun Apr 08 21:00:07 +0000 2018,"Musician and National Rifle Association board member Ted Nugent likens Democrats, media, academics to ""rabid coyote… https://t.co/Bjd7RA2vOj",34
-0.6124,0.417,0.583,0.0,@CNN,Sun Apr 08 20:45:06 +0000 2018,"Lightning strike kills 1, injures 4 in Florida https://t.co/EWeVc4RN27 https://t.co/oN64XlUtqB",35
0.0258,0.164,0.667,0.17,@CNN,Sun Apr 08 20:30:08 +0000 2018,"Pilots had safety concerns months before NYC helicopter crash, lawyer says https://t.co/cdjCClnp82 https://t.co/3zyIYoHmMo",36
0.0,0.0,1.0,0.0,@CNN,Sun Apr 08 20:15:04 +0000 2018,Polls open as Hungary's Euroskeptic leader Orban seeks fourth term https://t.co/4CL9j8UXkF https://t.co/M08G460BIC,37
0.0,0.0,1.0,0.0,@CNN,Sun Apr 08 20:00:18 +0000 2018,"""Saturday Night Live"" returns to take shots at President Trump and Fox News https://t.co/SjH2wwaAfK https://t.co/a7ubQUY5kP",38
0.7108,0.0,0.763,0.237,@CNN,Sun Apr 08 19:45:18 +0000 2018,It's the great what if in political history. What if RFK’s political career had not been cut short by tragedy?… https://t.co/oeKAwpn78t,39
0.0,0.0,1.0,0.0,@CNN,Sun Apr 08 19:30:06 +0000 2018,Cambridge Analytica whistleblower says data could've come from more than 87 million users and be stored in Russia… https://t.co/tKe0hZi5hH,40
-0.8834,0.442,0.558,0.0,@CNN,Sun Apr 08 19:15:07 +0000 2018,Hockey community grieves after 15 killed in bus crash involving Canadian junior hockey team https://t.co/m79DKnL27v https://t.co/bCJwCQMwsw,41
0.0,0.0,1.0,0.0,@CNN,Sun Apr 08 19:00:10 +0000 2018,Take a look at the week in politics https://t.co/gh3kvCmRB9 https://t.co/cq6Dbu1uLE,42
0.0,0.0,1.0,0.0,@CNN,Sun Apr 08 18:45:03 +0000 2018,JPMorgan Chase and other big banks take center stage https://t.co/lnX1KxEvA0 https://t.co/hF7c1W2ihF,43
0.0,0.0,1.0,0.0,@CNN,Sun Apr 08 18:30:05 +0000 2018,"""Black Panther"" passes ""Titanic"" at the box office https://t.co/8WgQH7sDJI https://t.co/xJA0PQLPe1",44
0.5574,0.071,0.706,0.224,@CNN,Sun Apr 08 18:15:07 +0000 2018,Equestrian Edwina Tops-Alexander returns from maternity leave with win in Miami Beach https://t.co/BQMOqCAmSb https://t.co/MAYLPz2CKi,45
0.0,0.0,1.0,0.0,@CNN,Sun Apr 08 18:00:15 +0000 2018,Democratic Sens. Bernie Sanders and Kamala Harris crossed the base. What will it cost them? https://t.co/JCUtpuoRJ5… https://t.co/YQ6nurrcLd,46
-0.6249,0.389,0.611,0.0,@CNN,Sun Apr 08 17:45:10 +0000 2018,"Muenster van attack driver acted alone, police say https://t.co/Dixeqp0Lpb https://t.co/aEyRD34VPx",47
-0.4767,0.215,0.785,0.0,@CNN,Sun Apr 08 17:30:07 +0000 2018,"President Trump blames Russian President Vladimir Putin, former President Barack Obama for ""Animal Assad,"" warns of… https://t.co/0w9dZwXcQK",48
-0.6597,0.268,0.732,0.0,@CNN,Sun Apr 08 17:15:10 +0000 2018,"Father confesses to killing 5-year-old son who had autism, authorities say https://t.co/w5R6G14JD6 https://t.co/0VCAHzrmig",49
-0.2263,0.112,0.888,0.0,@CNN,Sun Apr 08 17:00:14 +0000 2018,"President Trump slams Russian President Vladimir Putin and ""Animal Assad"" after suspected Syria chemical attack… https://t.co/DrbKX7gz5t",50
-0.4215,0.149,0.851,0.0,@CNN,Sun Apr 08 16:45:07 +0000 2018,President Trump denies the influence of White House chief of staff John Kelly is diminished https://t.co/OH0GUq7pq7 https://t.co/ZuDJcbkuOO,51
0.0,0.0,1.0,0.0,@CNN,Sun Apr 08 16:30:06 +0000 2018,"Republican Sen. Susan Collins says embattled Environmental Protection Agency Administrator Scott Pruitt is ""the wro… https://t.co/BopXBZjCxU",52
0.2023,0.128,0.698,0.174,@CNN,Sun Apr 08 16:15:08 +0000 2018,"Trump's favorite tactic is criminalizing his critics, writes Julian Zelizer for @CNNOpinion https://t.co/JMmCSz9e60 https://t.co/C2004D24ML",53
-0.5122,0.212,0.788,0.0,@CNN,Sun Apr 08 16:00:09 +0000 2018,"No, Sean Hannity, Jimmy Kimmel is not at all like Harvey Weinstein, writes Dean Obeidallah for @CNNOpinion… https://t.co/nfQQeiP0Hy",54
0.0,0.0,1.0,0.0,@CNN,Sun Apr 08 15:45:45 +0000 2018,"President Trump's Department of Veterans Affairs pick says he's ""got what it takes"" to be secretary… https://t.co/ytbObnpZm9",55
0.5719,0.0,0.764,0.236,@CNN,Sun Apr 08 15:37:03 +0000 2018,Fiji wins Hong Kong Sevens for a record fourth time in a row https://t.co/dUKDw9DZwH https://t.co/KQwoe9o51e,56
-0.2023,0.167,0.725,0.109,@CNN,Sun Apr 08 15:30:09 +0000 2018,"Sinclair allows critical ad to air, sandwiched between its defense https://t.co/ycNHghvdZE https://t.co/XZEWcSb5kf",57
0.3612,0.0,0.889,0.111,@CNN,Sun Apr 08 15:00:13 +0000 2018,"When an Oklahoma teacher revealed what the chairs in her classroom look like, she didn't imagine it would drive peo… https://t.co/ikq8yBNcWU",58
0.0,0.0,1.0,0.0,@CNN,Sun Apr 08 14:30:13 +0000 2018,This is the first luxury hotel in space. You'll be able to visit in just four years — if you have $9.5 million to s… https://t.co/e1JO5SrGh4,59
0.34,0.0,0.888,0.112,@CNN,Sun Apr 08 14:00:08 +0000 2018,This Oklahoma student is excited that her textbook was used by country singer @BlakeShelton in the 1980s. Her mothe… https://t.co/uH5ZescdFk,60
-0.6249,0.221,0.779,0.0,@CNN,Sun Apr 08 13:45:09 +0000 2018,"Sen. Susan Collins on EPA Administrator Scott Pruitt: “On policy grounds alone, I think Scott Pruitt is the wrong p… https://t.co/DuFfF6mrFq",61
-0.4019,0.175,0.717,0.108,@CNN,Sun Apr 08 13:30:07 +0000 2018,"He got cancer after decades of using talcum powder. Now a jury has awarded him $30 million in compensatory damages,… https://t.co/7CWKt6RkKL",62
-0.8519,0.383,0.617,0.0,@CNN,Sun Apr 08 13:28:29 +0000 2018,Maine Sen. Susan Collins condemns apparent chemical weapons attack in Syria as “absolutely horrific” and asks Trump… https://t.co/5iHjZTJf1C,63
0.0,0.0,1.0,0.0,@CNN,Sun Apr 08 13:26:23 +0000 2018,Kudlow explains Trump’s “original beef with Amazon”: “It’s not so much badmouthing … it’s lets have a level playing… https://t.co/WcCiRX71rw,64
0.5709,0.0,0.817,0.183,@CNN,Sun Apr 08 13:18:41 +0000 2018,WH economic adviser to farmers on tariffs: “This process may turn out to be very benign. You have to take certain r… https://t.co/7O0BxqQlKo,65
-0.4019,0.13,0.87,0.0,@CNN,Sun Apr 08 13:09:00 +0000 2018,"White House economic adviser Larry Kudlow: “The problem here is China, it is not President Trump … I think Presiden… https://t.co/5NpYOp9dl0",66
0.0,0.0,1.0,0.0,@CNN,Sun Apr 08 13:00:01 +0000 2018,Virgin Galactic is one step closer to bringing tourists to space after this test flight https://t.co/ZCjzj9H641 https://t.co/hqDyPJBYKz,67
0.4019,0.0,0.803,0.197,@CNN,Sun Apr 08 12:30:05 +0000 2018,"Marijuana legalization could help offset the opioid epidemic, studies find https://t.co/f1jCFl3HGY https://t.co/90konlBWXC",68
-0.34,0.107,0.893,0.0,@CNN,Sun Apr 08 12:01:30 +0000 2018,New York police released a video of this man pointing a metal object as if he were brandishing a gun. He was later… https://t.co/RdpOX0f7Bf,69
0.6908,0.0,0.749,0.251,@CNN,Sun Apr 08 11:30:16 +0000 2018,"As Michigan ends a free bottled water program in Flint claiming the water quality has been restored, some residents… https://t.co/48752JJ6lI",70
0.0,0.0,1.0,0.0,@CNN,Sun Apr 08 11:00:10 +0000 2018,"In 2014, a 23-year-old woman with cerebral palsy was allegedly gang-raped and thrown from a rooftop. 

A Human Righ… https://t.co/nwXnAOx4li",71
0.2023,0.113,0.735,0.152,@CNN,Sun Apr 08 10:30:08 +0000 2018,Artificial intelligence scientists from around the world called for a boycott of a South Korean university over con… https://t.co/wP8NBtLTjL,72
0.6486,0.0,0.751,0.249,@CNN,Sun Apr 08 10:00:17 +0000 2018,"The mystery of a 4,000-year-old ancient Egyptian mummy's head has finally been solved, after the FBI successfully e… https://t.co/qfBv16K5sy",73
0.128,0.096,0.786,0.118,@CNN,Sun Apr 08 09:30:22 +0000 2018,"This police officer in Chattanooga, Tennessee, took a break from hiding Easter eggs at an event for the holiday to… https://t.co/683SMmiCdD",74
-0.4019,0.114,0.886,0.0,@CNN,Sun Apr 08 09:00:19 +0000 2018,"If you stand inside the world's quietest room for long enough, you start to hear your heartbeat. Then you lose your… https://t.co/cZgV29U4xN",75
0.4404,0.0,0.804,0.196,@CNN,Sun Apr 08 08:30:26 +0000 2018,"This 17-year-old student got accepted into 19 top universities, including Yale, Stanford, Columbia and the London S… https://t.co/gDxO5FWZY4",76
-0.9136,0.476,0.524,0.0,@CNN,Sun Apr 08 08:00:06 +0000 2018,"An Illinois town has banned assault weapons. The penalty if you keep one? Up to $1,000 a day.… https://t.co/VPuj79hbh0",77
-0.3182,0.138,0.783,0.078,@CNN,Sun Apr 08 07:30:09 +0000 2018,"The companies Trump has attacked on Twitter since his election:

ABC News
Amazon
Boeing
CBS
CNN
Comcast/MSNBC/NBC
D… https://t.co/HDISsZZEuX",78
0.0,0.0,1.0,0.0,@CNN,Sun Apr 08 07:01:24 +0000 2018,A former city official in Georgia used the N-word while pushing for Confederate History Month at a city meeting… https://t.co/YnchpYURJg,79
-0.1531,0.132,0.769,0.099,@CNN,Sun Apr 08 06:30:03 +0000 2018,"Nancy Pelosi, the top House Democrat, calls on EPA Administrator Scott Pruitt to resign https://t.co/V63jZLv5se https://t.co/RVYRvwKsyL",80
0.0,0.0,1.0,0.0,@CNN,Sun Apr 08 06:00:00 +0000 2018,Virgin Galactic is one step closer to bringing tourists to space after this test flight https://t.co/4b6rOLtWsS https://t.co/x1zoTTWtEh,81
0.128,0.116,0.741,0.143,@CNN,Sun Apr 08 05:30:04 +0000 2018,"Mexican President to Trump: ""Nothing and no one stands above the dignity of Mexico."" https://t.co/2C5VVONFAk https://t.co/EqIotPJCxq",82
0.4019,0.0,0.847,0.153,@CNN,Sun Apr 08 05:00:11 +0000 2018,"President Trump has begun informally preparing for a possible interview with special counsel Robert Mueller, source… https://t.co/aouH83OnCf",83
0.0258,0.174,0.645,0.181,@CNN,Sun Apr 08 04:45:56 +0000 2018,"Pilots had safety concerns months before NYC helicopter crash, lawyer says https://t.co/zm5dsd8kkG",84
0.0,0.0,1.0,0.0,@CNN,Sun Apr 08 04:30:04 +0000 2018,This mom donated 14 gallons of breast milk to NICU babies in need https://t.co/HwjS6NbWpC https://t.co/znmKGN6Vip,85
-0.34,0.107,0.893,0.0,@CNN,Sun Apr 08 04:01:39 +0000 2018,New York police released a video of this man pointing a metal object as if he were brandishing a gun. He was later… https://t.co/gX9AgMmcvN,86
-0.1531,0.132,0.769,0.099,@CNN,Sun Apr 08 03:30:12 +0000 2018,"Nancy Pelosi, the top House Democrat, calls on EPA Administrator Scott Pruitt to resign https://t.co/4bmqCRET97 https://t.co/YmBqxJZYsZ",87
0.0,0.0,1.0,0.0,@CNN,Sun Apr 08 03:00:13 +0000 2018,Shoe retailer Nine West files for bankruptcy after reporting it owes more than $1 billion https://t.co/D0YCZ9rjtD https://t.co/Uvkg4jybam,88
0.0,0.0,1.0,0.0,@CNN,Sun Apr 08 02:30:50 +0000 2018,A former city official in Georgia used the N-word while pushing for Confederate History Month at a city meeting… https://t.co/CbYMeNh1qp,89
-0.3818,0.224,0.776,0.0,@CNN,Sun Apr 08 02:00:11 +0000 2018,Cuomo-Nixon fight could divide NY Dems beyond primary https://t.co/FJuiDy6vGf https://t.co/GXpUKUcQ4W,90
-0.8271,0.352,0.648,0.0,@CNN,Sun Apr 08 01:34:44 +0000 2018,"A woman was killed and four other people were injured by a lightning strike in White Springs, Florida, the sheriff'… https://t.co/dzwyUnr63W",91
0.0,0.0,1.0,0.0,@CNN,Sun Apr 08 01:30:08 +0000 2018,Border Patrol has thousands of openings it can't fill https://t.co/lhQhOdM7Bj https://t.co/cRvKZ8LNkc,92
0.5994,0.0,0.62,0.38,@CNN,Sun Apr 08 01:00:09 +0000 2018,Liberia's promising future is a symbol of international solidarity https://t.co/6Z4IlSeZH9 https://t.co/Mcvi60z9p1,93
0.0,0.0,1.0,0.0,@CNN,Sun Apr 08 00:45:08 +0000 2018,Golfer Patrick Reed will take a three-shot lead into the final round of the Masters as a pair of eagles on the back… https://t.co/3yvPKGeBMr,94
0.0,0.0,1.0,0.0,@CNN,Sun Apr 08 00:30:05 +0000 2018,Brazil's ex-President Lula da Silva to surrender to federal police https://t.co/RRnB5UVjXK https://t.co/xB5lFHHwuO,95
-0.8271,0.314,0.686,0.0,@CNN,Sun Apr 08 00:27:28 +0000 2018,"At least one person has died in the fire at Trump Tower in New York. Four firefighters were injured, officials say.… https://t.co/MRnE1kYFT9",96
0.0,0.0,1.0,0.0,@CNN,Sun Apr 08 00:20:06 +0000 2018,"""These kids that had the blood of their 17 classmates splattered on their clothes ... were baptized into a real mov… https://t.co/NkM8YIF8Ni",97
-0.802,0.275,0.725,0.0,@CNN,Sun Apr 08 00:18:34 +0000 2018,The body of a female was found in the immediate vicinity of a crash in California that killed at least 5 members of… https://t.co/HGuaeTUhWA,98
-0.8316,0.291,0.709,0.0,@CNN,Sun Apr 08 00:10:43 +0000 2018,"“We talked about death all the time … he’d say, 'death is the ultimate democracy. Everybody has got to die'”: Civil… https://t.co/x6RwelBh72",99
-0.8225,0.297,0.703,0.0,@CNN,Sat Apr 07 23:49:29 +0000 2018,Several Syrian activist groups say a toxic gas attack killed dozens of people in Ghouta. The Syrian regime says it'… https://t.co/rsqaEjmnGL,100
