Sentiment Compound Score,Sentiment Negative Score,Sentiment Neutral Score,Sentiment Positive Score,Source Account,Tweet Date,Tweet Text,Tweets Ago
-0.3566,0.101,0.899,0.0,@FoxNews,Mon Apr 09 01:44:02 +0000 2018,".@TomiLahren on the state of the GOP: ""Why is it always the Right that has to become more moderate? No, I don't thi… https://t.co/pDaOwjuF8d",32
0.4019,0.0,0.856,0.144,@FoxNews,Mon Apr 09 01:37:37 +0000 2018,".@Schwarzenegger: ""California is coming back economically right now...and hopefully we get to this four percent tha… https://t.co/CZ8rWrluqT",33
0.6908,0.0,0.725,0.275,@FoxNews,Mon Apr 09 01:26:19 +0000 2018,".@TomiLahren on immigration debate: ""Americans are going to be safe in the United States of America.… https://t.co/z8AwlkO3ch",34
0.6249,0.0,0.711,0.289,@FoxNews,Mon Apr 09 01:23:08 +0000 2018,".@AntonioSabatoJr on immigration debate: ""The Democratic Party is always saying, 'well if you want a border, if you… https://t.co/eErO7mcoM7",35
0.0,0.0,1.0,0.0,@FoxNews,Mon Apr 09 01:16:17 +0000 2018,"Earlier, @MayorofLondon Sadiq Khan decried the uptick in stabbings that have raised London's homicide rate higher t… https://t.co/mySxOGNLk8",36
-0.6124,0.238,0.762,0.0,@FoxNews,Mon Apr 09 01:13:37 +0000 2018,".@RepDeSantis on suspected Syria chemical attack: ""There's not an appetite to have a [ground war] in that region...… https://t.co/exylvH2vBE",37
-0.8126,0.54,0.46,0.0,@FoxNews,Mon Apr 09 01:03:00 +0000 2018,#Trump warns Assad: 'Big price to pay' for fatal Syria attack https://t.co/89YDwXM5Cv,38
0.296,0.095,0.714,0.19,@FoxNews,Mon Apr 09 01:00:10 +0000 2018,#Trump national security spokesman Michael Anton to leave the @WhiteHouse https://t.co/QcwMRiCZho,39
0.0,0.0,1.0,0.0,@FoxNews,Mon Apr 09 00:53:00 +0000 2018,Anheuser-Busch debuts summery new Bud Light Orange https://t.co/OdJArWGqI9,40
-0.3612,0.2,0.8,0.0,@FoxNews,Mon Apr 09 00:47:00 +0000 2018,"Sketch released in severed head case in Texas, man sought https://t.co/zrgu5aWc0O",41
0.0,0.0,1.0,0.0,@FoxNews,Mon Apr 09 00:41:00 +0000 2018,Gas prices jump to $2.74 per gallon https://t.co/tjCwMlwaDI,42
-0.0258,0.205,0.548,0.247,@FoxNews,Mon Apr 09 00:35:00 +0000 2018,"Manhunt for Tennessee man, 23, who admits he killed his mother and his friend https://t.co/wsxEPP5w36",43
-0.3182,0.126,0.874,0.0,@FoxNews,Mon Apr 09 00:30:00 +0000 2018,Lyft driver abandons pilot in parking lot after learning he would only make $6 on ride https://t.co/lKigZYnIia,44
-0.3818,0.206,0.794,0.0,@FoxNews,Mon Apr 09 00:25:00 +0000 2018,OPINION: Has the California backlash against liberal craziness finally begun? https://t.co/qfrnE8DGds,45
-0.6908,0.217,0.783,0.0,@FoxNews,Mon Apr 09 00:20:23 +0000 2018,London Mayor Sadiq Khan targets knives as murder rate spikes: 'There is never a reason to carry a knife' https://t.co/NY8C3D3NPy,46
-0.4019,0.162,0.838,0.0,@FoxNews,Mon Apr 09 00:15:00 +0000 2018,"Florida woman caught with cocaine in purse blames it on windy day, police say https://t.co/DwvnksWJ5V",47
0.8271,0.0,0.565,0.435,@FoxNews,Mon Apr 09 00:09:00 +0000 2018,Hungary leader Viktor Orban sweeps to re-election win with super majority https://t.co/oKTpx7ZBgy,48
0.5267,0.0,0.841,0.159,@FoxNews,Mon Apr 09 00:03:00 +0000 2018,"TONIGHT on ""Life, Liberty, &amp; Levin,"" @SarahPalinUSA sits down with @marklevinshow to discuss the border. Tune in at… https://t.co/zYDzhZ2KsP",49
0.0,0.0,1.0,0.0,@FoxNews,Sun Apr 08 23:57:00 +0000 2018,"Sergei, Yulia Skripal to get new identities to live in the US, report says https://t.co/K5t4Bs5OEB",50
-0.765,0.306,0.694,0.0,@FoxNews,Sun Apr 08 23:52:00 +0000 2018,"Crowley says GOP attacking @NancyPelosi because 'bankrupt on ideas,' mum on plan to lead House caucus https://t.co/5I5bLbnlWH",51
-0.7506,0.314,0.686,0.0,@FoxNews,Sun Apr 08 23:47:00 +0000 2018,"Delta passenger suffered 'painful' cartilage damage after child on flight repeatedly kicked her, she claims https://t.co/NFM6j0lNxM",52
0.5106,0.0,0.732,0.268,@FoxNews,Sun Apr 08 23:43:00 +0000 2018,.@TheRock to give away largest HQ Trivia prize ever https://t.co/lNkkTtva2V,53
0.0,0.0,1.0,0.0,@FoxNews,Sun Apr 08 23:38:00 +0000 2018,Pruitt slammed as unfit to lead EPA by 2 GOP senators; one calls him 'chucklehead' https://t.co/rePg4vRBpb,54
-0.6705,0.31,0.69,0.0,@FoxNews,Sun Apr 08 23:32:14 +0000 2018,"Florida woman, 23, killed by lightning at mud bog site https://t.co/75NAzcd7RD",55
0.34,0.0,0.902,0.098,@FoxNews,Sun Apr 08 23:23:31 +0000 2018,"On Friday, the @CBPRGV welcomed eight new horses to the Horse Patrol Unit. The wild Mustangs will be part of the te… https://t.co/iPHdqBqaSG",56
-0.4588,0.158,0.842,0.0,@FoxNews,Sun Apr 08 23:08:00 +0000 2018,".@larry_kudlow on tariffs: ""China's response was highly unsatisfactory and I think that's unfortunate. We do have c… https://t.co/w99MtLhcIX",57
-0.4708,0.223,0.668,0.109,@FoxNews,Sun Apr 08 22:59:42 +0000 2018,OPINION: Syria attack shows we now live in a world where using chemical weapons is considered OK -- and that should… https://t.co/xV7d1u7kC3,58
-0.1531,0.118,0.882,0.0,@FoxNews,Sun Apr 08 22:52:45 +0000 2018,Cambridge Analytica whistleblower thinks Facebook data breach affected more users than reported https://t.co/HAAbSOQ5oZ,59
0.5719,0.0,0.73,0.27,@FoxNews,Sun Apr 08 22:43:48 +0000 2018,BREAKING: Patrick Reed wins #Masters to claim first major title https://t.co/v1Y6lRcSga,60
-0.5423,0.241,0.759,0.0,@FoxNews,Sun Apr 08 22:39:59 +0000 2018,New high-speed train in Florida kills 4th person since launching service https://t.co/qDOkQjSDaS,61
-0.4019,0.209,0.678,0.113,@FoxNews,Sun Apr 08 22:28:26 +0000 2018,OPINION: Do convicted criminals deserve a second chance? One man's incredible story offers a clue https://t.co/25M6oOhxaQ,62
-0.4019,0.162,0.838,0.0,@FoxNews,Sun Apr 08 22:10:45 +0000 2018,"Conor McGregor was 'causing trouble' in hotel room after release on bail, report says https://t.co/LNaRCOOHIa",63
-0.4939,0.352,0.494,0.154,@FoxNews,Sun Apr 08 22:04:18 +0000 2018,Parkland massacre survivor says she hid under dead classmate's body https://t.co/0aIJndwxS6,64
-0.5574,0.205,0.795,0.0,@FoxNews,Sun Apr 08 22:02:00 +0000 2018,"On “America’s News HQ,” former Arizona @GovBrewer slammed @JerryBrownGov’s illegal immigration policies and praised… https://t.co/jMZqqsJP1V",65
-0.4404,0.162,0.838,0.0,@FoxNews,Sun Apr 08 21:53:00 +0000 2018,".@cvpayne: ""This last month we saw the second-lowest unemployment rate for black Americans in history."" https://t.co/6Ls7sqgZkL",66
0.0,0.0,1.0,0.0,@FoxNews,Sun Apr 08 21:44:06 +0000 2018,RT @FoxBusiness: .@Facebook to send Cambridge Analytica data-use notices on Monday https://t.co/EJLtiXUt2G,67
0.4588,0.0,0.842,0.158,@FoxNews,Sun Apr 08 21:42:00 +0000 2018,"Brandon Judd: ""I have to applaud President @realDonaldTrump for putting the @USNationalGuard on the border because… https://t.co/4uRviSLXh5",68
0.3612,0.0,0.872,0.128,@FoxNews,Sun Apr 08 21:31:03 +0000 2018,DEVELOPING: North Korea has told the @realDonaldTrump administration that Kim Jong Un is ready to discuss denuclear… https://t.co/mMmIqNvaud,69
0.0,0.0,1.0,0.0,@FoxNews,Sun Apr 08 21:30:00 +0000 2018,Blooming red tulips are seen in the gardens of the South Lawn of the @WhiteHouse. https://t.co/5tbQb72pjG,70
-0.9538,0.464,0.536,0.0,@FoxNews,Sun Apr 08 21:27:28 +0000 2018,RT @EricShawnTV: Chemical weapons were banned by the 1925 Geneva Protocol after their horrific use in World War One. It is an attack on wor…,71
0.4939,0.0,0.873,0.127,@FoxNews,Sun Apr 08 21:23:34 +0000 2018,"Rain or shine, soldiers keep watch over the Tomb of the Unknown Soldier to honor the service members who made the u… https://t.co/rB1qmAgE4X",72
0.0,0.0,1.0,0.0,@FoxNews,Sun Apr 08 21:18:51 +0000 2018,"Kim Jong Un willing to discuss getting rid of North Korea's nukes, US says https://t.co/Gh5W2f8Ea7",73
-0.2023,0.122,0.878,0.0,@FoxNews,Sun Apr 08 21:18:37 +0000 2018,"RT @foxnewspolitics: Kennedy dynasty faces a reckoning as controversial film hits theaters - via @brookefoxnews 
https://t.co/IRLIK1G7f2",74
0.0,0.0,1.0,0.0,@FoxNews,Sun Apr 08 21:10:00 +0000 2018,"Lt. Col. Travis Walters: ""@TexasGuard is able to deploy immediately to meet the call of our governor and the call o… https://t.co/pXZnKP88Fw",75
0.4019,0.0,0.87,0.13,@FoxNews,Sun Apr 08 20:57:00 +0000 2018,".@DiamondandSilk: ""If a privately owned bakery has to go against their Christian values to bake a cake, then Mark Z… https://t.co/NUgKC7p4FJ",76
0.3612,0.0,0.878,0.122,@FoxNews,Sun Apr 08 20:53:05 +0000 2018,BREAKING NEWS: North Korea has told the @realDonaldTrump administration that Kim Jong Un is ready to discuss denucl… https://t.co/rt9bQNZIBv,77
-0.802,0.396,0.604,0.0,@FoxNews,Sun Apr 08 20:52:06 +0000 2018,NY Times Op-Ed slamming 'Chappaquiddick' film as 'character assassination' spurs online outrage https://t.co/51am3hJGgV,78
0.0,0.0,1.0,0.0,@FoxNews,Sun Apr 08 20:45:31 +0000 2018,"Tommy Kilbride: ""These landing mat fences don't work. So anyone that says the wall won't work has never been on the… https://t.co/trVC5RNsK3",79
-0.3612,0.122,0.878,0.0,@FoxNews,Sun Apr 08 20:40:00 +0000 2018,".@TomFitton: ""@TheJusticeDept was a mess under Loretta Lynch. This meeting was an indication or an example of the w… https://t.co/xl47PvFyaN",80
0.0,0.0,1.0,0.0,@FoxNews,Sun Apr 08 20:39:00 +0000 2018,"On @foxandfriends, former political science Professor @carolmswain sounded off on a North Carolina elementary schoo… https://t.co/B8BZ0amlzn",81
0.3612,0.0,0.848,0.152,@FoxNews,Sun Apr 08 20:24:52 +0000 2018,BREAKING: North Korea tells the Trump administration that it is ready to discuss denuclearization. https://t.co/gR9KrFO9gw,82
0.0,0.0,1.0,0.0,@FoxNews,Sun Apr 08 20:16:21 +0000 2018,States sending troops to Mexico border. https://t.co/lROHVeMd6u,83
-0.7964,0.336,0.664,0.0,@FoxNews,Sun Apr 08 20:14:41 +0000 2018,"Amb. Dan Gillerman on Syria suspected chemical attack: ""I'm disappointed at the reaction so far of the internationa… https://t.co/ASRalWh3Hq",84
0.0,0.0,1.0,0.0,@FoxNews,Sun Apr 08 20:10:25 +0000 2018,Trump slams Obama over not crossing 'red line' in Syria with 'Animal Assad' https://t.co/FZVYN2pmON,85
0.5267,0.0,0.841,0.159,@FoxNews,Sun Apr 08 20:03:00 +0000 2018,"TONIGHT on ""Life, Liberty, &amp; Levin,"" @SarahPalinUSA sits down with @marklevinshow to discuss the border. Tune in at… https://t.co/6q5mzImK8S",86
-0.6486,0.306,0.694,0.0,@FoxNews,Sun Apr 08 20:01:02 +0000 2018,Outrage at Kimmel comments on Melania surges as protest petition exceeds 50K signatures https://t.co/riRjV4TDX4,87
-0.2023,0.153,0.847,0.0,@FoxNews,Sun Apr 08 19:59:07 +0000 2018,Wallace Presses Dem Rep: 'Is Nancy Pelosi a Liability for Democrats?' https://t.co/RnQDsoSwKQ,88
0.0,0.0,1.0,0.0,@FoxNews,Sun Apr 08 19:52:08 +0000 2018,"A large Canadian flag at half-mast is seen from a cemetery in #Humboldt, Saskatchewan, on Sunday, April 8, 2018. 15… https://t.co/Wo12db9hiQ",89
-0.4404,0.127,0.873,0.0,@FoxNews,Sun Apr 08 19:45:30 +0000 2018,"A firefighter looks out from the window of a damaged apartment in Trump Tower in New York on Saturday, April 7, 201… https://t.co/GbVHvxh0hi",90
-0.802,0.275,0.725,0.0,@FoxNews,Sun Apr 08 19:40:35 +0000 2018,"The @USArmy has identified the two pilots killed in an Apache helicopter crash night at Ft. Campbell, Ky, as Chief… https://t.co/IX3m9sRudo",91
0.0,0.0,1.0,0.0,@FoxNews,Sun Apr 08 19:37:24 +0000 2018,Sen. Jeff Flake's son seeks new civil trial against Joe Arpaio https://t.co/rqc9nLB9Tm,92
0.0,0.0,1.0,0.0,@FoxNews,Sun Apr 08 19:36:13 +0000 2018,RT @EricShawnTV: I anchor at 4 pm EDT @FoxNews with @ArthelNeville: Amb. Dan GIllerman joins me on how @POTUS @realDonaldTrump should respo…,93
0.5719,0.0,0.719,0.281,@FoxNews,Sun Apr 08 19:35:05 +0000 2018,"Jimmy Kimmel defends mean-spirited dig at Melania Trump, apologizes for lewd Hannity joke https://t.co/nDUlZflGz1",94
-0.8519,0.43,0.57,0.0,@FoxNews,Sun Apr 08 19:29:53 +0000 2018,"Alleged 'potted-plant serial killer' may be linked to grisly, unsolved 1970s murders https://t.co/PyoBhghZfX",95
0.2263,0.238,0.476,0.286,@FoxNews,Sun Apr 08 19:22:18 +0000 2018,"Trump Tower fire victim was prominent art dealer, friends with Andy Warhol https://t.co/ENvsX7P2Po",96
0.0,0.0,1.0,0.0,@FoxNews,Sun Apr 08 19:16:00 +0000 2018,"On @foxandfriends,"" @TheRealJohnHCox, the leading Republican candidate for governor of California, talked about the… https://t.co/w5RvPGupsg",97
-0.4019,0.229,0.684,0.087,@FoxNews,Sun Apr 08 19:05:38 +0000 2018,Kudlow tries to calm trade war fears but says Trump 'not bluffing' about China tariffs https://t.co/dUUt2XtL4G,98
-0.5423,0.259,0.741,0.0,@FoxNews,Sun Apr 08 18:58:29 +0000 2018,.@KatrinaPierson Rips @MichelleObama For Comparing President @realDonaldTrump to Bad Parent https://t.co/i5YUgeOqGX,99
-0.9186,0.52,0.48,0.0,@FoxNews,Sun Apr 08 18:52:38 +0000 2018,Victims slowly identified in Canadian hockey team bus crash disaster; death toll rises to 15 https://t.co/XO2PX5Hdt5,100
